title,price,rating,reviews,availablity,image_url
"SQOWL 10 Inch Plant Pot - Ceramic Planter Pot with Drainage Hole and Saucer, Decorative Plant Pot for Indoor Outdoor Plants, Round Large Planter Flower Pot, Blue",$43.59,4.7 out of 5 stars,370 ratings,In Stock,https://m.media-amazon.com/images/I/81ew93kNe4L.__AC_SX300_SY300_QL70_ML2_.jpg
"Land Guard Galvanized Raised Garden Bed Kit, Galvanized Planter Garden Boxes Outdoor, Oval Large Metal Raised Garden Beds for Vegetables…………",$28.41,4.5 out of 5 stars,"10,985 ratings",In Stock,https://m.media-amazon.com/images/I/61I+l9IhJWL._AC_SY300_SX300_QL70_ML2_.jpg
"Deep Dream 6 Inch Plant Pots- Ceramic Planter Pot with Drainage Hole and Saucer, Round Flower Pot for Indoor Outdoor Succulent, Snake Plants and Cactus, Blue",$16.98,4.8 out of 5 stars,80 ratings,In Stock,https://m.media-amazon.com/images/I/81Bl36+274L._AC_SY300_SX300_QL70_ML2_.jpg
"10-inch-Plant-Pots-Indoor-Outdoor, 4 Pack Whiskey Barrel Planters with Drainage Holes & Saucer, Plastic Flower Pots Imitation Wine Barrel Design, Decorative Garden Pots for Plants",$21.99,4.6 out of 5 stars,100 ratings,Only 6 left in stock - order soon.,https://m.media-amazon.com/images/I/81FKEg1+DsL._AC_SY300_SX300_QL70_ML2_.jpg
"LE TAUCI Fluted Ceramic Planters Set of 3 – 8.3/7 / 5.7 in Dark Olive Reactive Cylinder Indoor Plant Pots with Drainage Plug & Mesh, Glossy Stoneware Flower Pots for Succulents Herbs",$53.99,4.7 out of 5 stars,844 ratings,In Stock,https://m.media-amazon.com/images/I/71tj3ioXFsL.__AC_SY300_SX300_QL70_ML2_.jpg
"6 Pack 10 inch Plant Pot, Round Plastic Plant Pots, Outdoor Pots for Plants with Drainage Hole & Tray Saucer, Decoration Flower Pots for Indoor Plants Home Garden Outdoor Planters (Grey)",$22.99,4.6 out of 5 stars,111 ratings,In Stock,https://m.media-amazon.com/images/I/71jP0tpoKwL.__AC_SX300_SY300_QL70_ML2_.jpg
"Plastic Flower Pots Planters for Indoor Plants, 3 Pack 10 Inch White Plant Pots with Drainage Hole & Tray, Modern Decorative Large Plant Pot with Saucer for Indoor Outdoor Plants Garden House Planter",$12.79,4.6 out of 5 stars,834 ratings,In Stock,https://m.media-amazon.com/images/I/71E8uqBLgML.__AC_SX300_SY300_QL70_ML2_.jpg
"4 Inch Terracotta Pot with Saucer - 6 Pack Small Clay Plant Pots with Drainage Holes, Flower Pots with Tray, Terra Cotta Pots for Indoor Outdoor Plants, Crafts, Wedding Favor",$16.99,4.7 out of 5 stars,837 ratings,In Stock,https://m.media-amazon.com/images/I/61FkRycJ7WL.__AC_SX300_SY300_QL70_ML2_.jpg
"4 Inch Plastic Plant Pots 6 Pack, Small Flower Pots with Drainage Holes and Tray, Thickened Indoor Planters Seedlings Nursery Pots, African Violet, Succulent and All House Plants, Black",$8.99,4.6 out of 5 stars,"1,366 ratings",In Stock,https://m.media-amazon.com/images/I/716SabdhgPL.__AC_SX300_SY300_QL70_ML2_.jpg
"3 Pack Flower Pots Outdoor 11 Inch Plant Pots Indoor, Large-Plastic-Plant-Flower-Planters-Pots with Drainage Hole & Tray, Modern Decorative Garden Pot with Saucer(Brown)",$19.94,4.6 out of 5 stars,351 ratings,In Stock,https://m.media-amazon.com/images/I/71bgr2xE05L.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI Ceramic Planters, 12 Inch Pots for Plants, Indoor Plant Pots with Drainage Holes and Saucers, Modern Planters Fit Mid Century Plant Stand, Flower Pots for Indoor Plants, Reactive Glaze Beige",$72.99,4.7 out of 5 stars,222 ratings,In Stock,https://m.media-amazon.com/images/I/71brEtXx1sL.__AC_SX300_SY300_QL70_ML2_.jpg
"Plant Planters Pots Set of 4 Pack 8 Inch, Plastic Flower Pot for Indoor Plants with Drainage Holes & Trays, Resin Decorative Container Sets with Saucer for House Outdoor Garden Planters Copper",$18.99,4.6 out of 5 stars,"1,335 ratings",In Stock,https://m.media-amazon.com/images/I/71zWMQTy8GL.__AC_SX300_SY300_QL70_ML2_.jpg
"6 Pack 6 Inch Terracotta & Clay Pots with Saucer for Plants, Large Terra Cotta Plant Pot with Drainage Hole, Flowerpot for Indoor Outdoor Plants, Crafts, Wedding Favor",$18.99,4.8 out of 5 stars,12 ratings,In Stock,https://m.media-amazon.com/images/I/61Xum0yvsDL.__AC_SX300_SY300_QL70_ML2_.jpg
"60 Pack 3.5/4/5/6/7 Inch Clear Nursery Pots with Drainage Hole,Variety Sizes Seed Starting Pots Transparent Plastic Plant Pots for Plants Transparency with 50 Plant Labels",$19.99,4.4 out of 5 stars,175 ratings,In Stock,https://m.media-amazon.com/images/I/81IsyOiK+IL._AC_SY300_SX300_QL70_ML2_.jpg
"45 Pack 7/6/5/4/3 Inch Clear Nursery Pots for Plants, Clear Plastic Plant Pots with Drainage Holes, Transparent Variety Pack Flexible Garden Pot for Outdoor Indoor, Seed Starting Pots",$20.99,4.6 out of 5 stars,334 ratings,In Stock,https://m.media-amazon.com/images/I/613nORjPH+L._AC_SY300_SX300_QL70_ML2_.jpg
"GroTheory 100 Pack 1 Gallon Nursery Pots, 6.7 Inch Plastic Pots for Plants, Plastic Flower Pots, Plastic Plant Pot, Seedling Pots for Potting, Seed, Succulent, Planting Pots with Plant Labels",$29.99,4.6 out of 5 stars,216 ratings,In Stock,https://m.media-amazon.com/images/I/71gCa+rzScL._AC_SY300_SX300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 3 Piece Planters for Indoor Plants, 4.25+5.25+6.25 Inch Flower Pots with Drainage, Plant Pots Indoor for Succulent, Pothos, Snake Plant and Money Tree, Etc (Khaki)",$32.99,4.5 out of 5 stars,101 ratings,In Stock,https://m.media-amazon.com/images/I/71gY92-DTsL.__AC_SX300_SY300_QL70_ML2_.jpg
"10 Pack Green Plastic Planter Pots, 10 Inch Thick with Multiple Drainage Holes, for Herbs, Strawberries, Flowers - Indoor/Outdoor",$35.99,4.6 out of 5 stars,920 ratings,In Stock,https://m.media-amazon.com/images/I/71itTQdhOTL.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI 6+8+10 Inch Plant Pots Indoor, Ceramic Planters for Indoor Plants, Cylinder Pots with Drainage Hole and Plug, Planter Pots for Home Office Room Patio, Set of 3, Neutral Gray",$65.99,4.7 out of 5 stars,117 ratings,In Stock,https://m.media-amazon.com/images/I/81533Jo4jXL.__AC_SX300_SY300_QL70_ML2_.jpg
"Vintage Ceramic Ice Crack Flower Pot with Drainage Holes, Country Rustic Planters for Indoor and Outdoor,Tuscan Decor,Home,Living Room, Garden Decor, Gardening Gift (Country)",$19.99,4.8 out of 5 stars,278 ratings,In Stock,https://m.media-amazon.com/images/I/81fYq5NROtL.__AC_SX300_SY300_QL70_ML2_.jpg
"40 Pack 3 Gallon Nursery Plant Pots,10 Inch Plastic Garden Flower Seedling Planter Pot with Drainage Holes for Outdoor Indoor Plants,Gardening Gifts",$44.98,5.0 out of 5 stars,2 ratings,In Stock,https://m.media-amazon.com/images/I/71L2FBGKa7L.__AC_SX300_SY300_QL70_ML2_.jpg
"iPower Plant Pots with Drainage-5Pcs Home Decor Flower Pots for Indoor Planter, Plastic Planters, Cactus, Succulents, Herbs and Flower Pot, White, 5 Count (Pack of 1) New",$17.03,4.5 out of 5 stars,100 ratings,In Stock,https://m.media-amazon.com/images/I/81fpAQJ5zNL.__AC_SX300_SY300_QL70_ML2_.jpg
"11.8 H x 14.5"" Dia (10"" Pot Opening) Plastic Round Black Planters for Outdoor Plants, Resin Flower Pot for Indoor and Outdoor Plants, Plant Pot with Drainage Holes and Plug for Home Patio Garden",$59.99,4.2 out of 5 stars,49 ratings,In Stock,https://m.media-amazon.com/images/I/71lu4NXemfL.__AC_SX300_SY300_QL70_ML2_.jpg
"Plant Pots,12/10/9/8/ Inch Large Plastic Self Watering Flower Pots Indoor Outdoor with Drainage Holes, Deep Reservoir,Nursery Planting Pot for Indoor Out Door Plants",$30.99,4.7 out of 5 stars,32 ratings,In Stock,https://m.media-amazon.com/images/I/71JvO28qGyL.__AC_SX300_SY300_QL70_ML2_.jpg
"12 inch Large Plant Pots, Plastic Planters with Drainage Holes and Saucers, Flower Pots for Indoor Outdoor Plants, Modern Decorative Pots for Garden House Plants, Black",$21.55,4.7 out of 5 stars,423 ratings,Only 7 left in stock - order soon.,https://m.media-amazon.com/images/I/71LXJgX6dIL.__AC_SX300_SY300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 4.25+5.25+6.25 Inch Planter Pot with Drainage Hole, Flower Pots for Indoor Outdoor Plants, Set of 3, White",$23.99,4.6 out of 5 stars,71 ratings,In Stock,https://m.media-amazon.com/images/I/71fiwAlEX5L.__AC_SX300_SY300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 4.25+5.25+6.25 Inch Planter Pot with Drainage Hole, Flower Pots for Indoor Outdoor Plants, Set of 3, White",$23.99,4.6 out of 5 stars,71 ratings,In Stock,https://m.media-amazon.com/images/I/71fiwAlEX5L.__AC_SX300_SY300_QL70_ML2_.jpg
"FaithLand 10-Inch Modern Cylinder Planter, Thick-Walled Plastic Plant Pot with Drainage Holes and Detachable Saucer, Matte White, Ideal for Indoor & Outdoor Plants Flowers",$36.95,4.7 out of 5 stars,93 ratings,In Stock,https://m.media-amazon.com/images/I/71kGNIKN6KL.__AC_SX300_SY300_QL70_ML2_.jpg
"Pure Garden Outdoor Planter 2-Pack - 16x18-Inch Urn Planters - Plastic Plant Pots for Indoor, Outdoor, or Front Porch Decor - Flower Pots (Black)",$69.95,4.6 out of 5 stars,26 ratings,,https://m.media-amazon.com/images/I/914O85u4aEL.__AC_SX300_SY300_QL70_ML2_.jpg
"Land Guard Galvanized Raised Garden Bed Kit, Galvanized Planter Garden Boxes Outdoor, Oval Large Metal Raised Garden Beds for Vegetables…………",$28.41,4.5 out of 5 stars,"10,985 ratings",In Stock,https://m.media-amazon.com/images/I/61I+l9IhJWL._AC_SY300_SX300_QL70_ML2_.jpg
"Creative Co-Op Stoneware Snail Planter, Reactive Glaze, (Each One Will Vary), Set of 2 Pieces",$20.99,4.8 out of 5 stars,223 ratings,Only 2 left in stock (more on the way).,https://m.media-amazon.com/images/I/81ktmv8pSkL.__AC_SX300_SY300_QL70_ML2_.jpg
"Keter Cylinder Set of 3 Rattan Resin Planter for Indoor and Outdoor Plants Ideal Decorative Planter for Porches and Patio Decor, Taupe",$79.99,4.8 out of 5 stars,361 ratings,In Stock,https://m.media-amazon.com/images/I/819hpewcckL.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI Fluted Ceramic Planters Set of 3 – 8.3/7 / 5.7 in White Cylinder Indoor Plant Pots with Drainage Plug & Mesh, Matte Glazed Stoneware Flower Pots for Succulent Herb Cactus",$47.99,4.7 out of 5 stars,844 ratings,In Stock,https://m.media-amazon.com/images/I/715n3K1c+hL._AC_SY300_SX300_QL70_ML2_.jpg
"12/10/9 Large Modern Plant Pots, Plastic Planters with Drainage Holes and Saucers for Indoor Outdoor Plants Flowers, Black",$29.96,4.6 out of 5 stars,831 ratings,In Stock,https://m.media-amazon.com/images/I/81uCC0822XL.__AC_SX300_SY300_QL70_ML2_.jpg
"12"" 10"" 9"" Large Self Watering Plant Pots, 3 Pack Flower Pots Planters with Multi Mesh Drainage Holes for Indoor Outdoor Garden Plants and Flowers (Black)",$28.99,4.6 out of 5 stars,918 ratings,In Stock,https://m.media-amazon.com/images/I/713Z2JAxgIL.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI 6+8+10 Inch Plant Pots Indoor, Ceramic Planters for Indoor Plants, Cylinder Pots with Drainage Hole and Plug, Planter Pots for Home Office Room Patio, Set of 3, Neutral Gray",$65.99,4.7 out of 5 stars,117 ratings,In Stock,https://m.media-amazon.com/images/I/81533Jo4jXL.__AC_SX300_SY300_QL70_ML2_.jpg
"11 inch Plant Pot, 3 Pack Large Pots for Plants, Flower Pots with Drainage Hole & Saucer, Modern Planters for Indoor Outdoor Plants, Decorative Plastic Garden Pots (Copper)",$21.26,4.6 out of 5 stars,296 ratings,In Stock,https://m.media-amazon.com/images/I/81mgdj5eUGL.__AC_SX300_SY300_QL70_ML2_.jpg
"Selamica Ceramic Plant Pots, 5.6 Inch Flower Pots for Indoor Plants, Planters with Drainage Hole and Saucer, Garden Pots for Succulent, Orchid, Home Decor, Set of 4, Assorted Colors",$33.99,4.8 out of 5 stars,713 ratings,In Stock,https://m.media-amazon.com/images/I/719+e3xJTIL._AC_SY300_SX300_QL70_ML2_.jpg
"6 Pack 10 inch Plant Pot, Outdoor Pots for Plants with Drainage Hole & Tray Saucer, Round Plastic Plant Pot, Decoration Flower Pots for Indoor Plants Home Garden Outdoor Planters (Beige)",$23.99,4.5 out of 5 stars,60 ratings,In Stock,https://m.media-amazon.com/images/I/71wRhPeIszL.__AC_SX300_SY300_QL70_ML2_.jpg
"6 inch Plastic Nursery Pots, 16 Pack Plant Pots for Indoor Outdoor Plants, Flower Pots with Drainage Holes and Saucers, Decorative Seedling Starter Planters for House Plants, White",$19.98,4.7 out of 5 stars,593 ratings,In Stock,https://m.media-amazon.com/images/I/61jw0IXItVL.__AC_SX300_SY300_QL70_ML2_.jpg
"D'vine Dev 10 Inch Planter Pot with Stand, Mid-Century Tall Plant Pot with Legs for Indoor Plants, Medium, Bronze/Grey, 88-L-B-6",$69.99,4.8 out of 5 stars,"1,000 ratings",In Stock,https://m.media-amazon.com/images/I/71foM4XNKFL.__AC_SX300_SY300_QL70_ML2_.jpg
"Large Plant Pots 12/10/9 inch, 3 Pack Big Flower Pots for Outdoor Indoor Plants with Water Ripples, Wide Plastic Planters with Drainage Holes and Saucers for Garden Home Decor, Blue Green",$27.96,4.6 out of 5 stars,242 ratings,In Stock,https://m.media-amazon.com/images/I/71jfrP2bg1L.__AC_SX300_SY300_QL70_ML2_.jpg
"10 Pack Green Plastic Planter Pots, 10 Inch Thick with Multiple Drainage Holes, for Herbs, Strawberries, Flowers - Indoor/Outdoor",$35.99,4.6 out of 5 stars,920 ratings,In Stock,https://m.media-amazon.com/images/I/71itTQdhOTL.__AC_SX300_SY300_QL70_ML2_.jpg
"Deep Dream 10 Inch Plant Pot- Ceramic Planter Pot Round Plant Pots for Indoor Plants Outdoor Large Flower Pot with Drainage Holes & Trays, Blue",$45.59,4.8 out of 5 stars,80 ratings,In Stock,https://m.media-amazon.com/images/I/81MOrCa8+NL._AC_SY300_SX300_QL70_ML2_.jpg
"The HC Companies Prima Round Plastic Plant Pot w/Rolled Rim - Lightweight & UV Resistant Flower Pot for Herbs & More - Outdoor & Indoor Plant Pots w/Drainage (16 inch, Warm Gray, Pack of 1)",$43.64,4.5 out of 5 stars,"1,149 ratings",Only 9 left in stock - order soon.,https://m.media-amazon.com/images/I/51EM3my6azL.__AC_SX300_SY300_QL70_ML2_.jpg
"Smiley Face Planter Pots for Indoor Outdoor Garden Decor, Cute Resin Plant Pot Head Planter with Drainage Hole, Unique Small Planter Succulent Pots Gift IdeaI for Mother and Christmas Home Art Decor",$13.59,4.6 out of 5 stars,135 ratings,Only 8 left in stock - order soon.,https://m.media-amazon.com/images/I/81NB3ilKUKL.__AC_SX300_SY300_QL70_ML2_.jpg
"Small Succulent Pots with Drainage, Indoor/Outdoor Ceramic Animal Planter, Cute Cactus/Bonsai Small Flower Pots for Home Decor and Office Desk Decoration, A Set of 4 Pieces is Suitable as A Gift",$23.39,4.8 out of 5 stars,"1,100 ratings",In Stock,https://m.media-amazon.com/images/I/71nd+-x7TWL._AC_SY300_SX300_QL70_ML2_.jpg
"PL10BG Classic Traditional Plastic Urn Planter Indoor/Outdoor 15"" x 13"", Beige",$18.99,4.4 out of 5 stars,"4,587 ratings",In Stock,https://m.media-amazon.com/images/I/61lwPwBWRUL.__AC_SX300_SY300_QL70_ML2_.jpg
"Plant Planters Pots Set of 4 Pack 10 Inch, Plastic Flower Pot for Indoor Plants with Drainage Holes & Trays, Resin Decorative Container Sets with Saucer for House Outdoor Garden Planters Dark Gold",$20.99,4.6 out of 5 stars,"1,335 ratings",In Stock,https://m.media-amazon.com/images/I/7107QRZeXJL.__AC_SX300_SY300_QL70_ML2_.jpg
"MyGift 14 Inch Ceramic Indoor Plant Pot, Rectangular Succulent Planter, Decorative Flower Planter with Drainage Hole and Removable Tray, Matte Black",$39.99,4.5 out of 5 stars,694 ratings,In Stock,https://m.media-amazon.com/images/I/51Mgp5BETVL.__AC_SX300_SY300_QL70_ML2_.jpg
"iPower 5 Gallon 5 Pack Grow Bags Nonwoven Fabric Pots Aeration Container with Strap Handles for Garden and Planting, 5-Pack Black, 5 Gallon",$12.15,4.6 out of 5 stars,"6,237 ratings",In Stock,https://m.media-amazon.com/images/I/7166FRpzfbL.__AC_SY300_SX300_QL70_ML2_.jpg
"The HC Companies Caribbean Planter Pot - Outdoor & Indoor Plant Pot with Drainage Hole & Plug - Rolled Rim Plastic Pots for Plants & Flowers - Decorative Plant Pot (16"" Cottage Stone, Pack of 1)",$21.83,4.6 out of 5 stars,"6,038 ratings",In Stock,https://m.media-amazon.com/images/I/510nFjce7vL.__AC_SX300_SY300_QL70_ML2_.jpg
"Red Lantern 12"" Ladies Blue & White Porcelain Fishbowl Planter or Cachepot for Indoor/Outdoor Use in Garden Entryway Living Room Boho Eclectic Modern Contemporary Classic Traditional Style Decor",$82.99,4.6 out of 5 stars,836 ratings,In Stock,https://m.media-amazon.com/images/I/81ROjELEPeL.__AC_SX300_SY300_QL70_ML2_.jpg
"12"" 10"" 9"" 8"" Self Watering Pots with Water Level Indicator, Large Plastic Planters Set with Mesh Drainage Hole and Removable Saucer Reservoir, Big Flower Pot for Indoor Outdoor Plants - White",$32.99,4.7 out of 5 stars,42 ratings,In Stock,https://m.media-amazon.com/images/I/61QdiNsTCgL.__AC_SX300_SY300_QL70_ML2_.jpg
"Big Self Watering Pots 12/10/9 inch, Planter, Plant Pots with Mesh Drainage Holes for Indoor Outdoor Garden Plants, Plastic Flower Pots with Removable Deep Reservoir, Green with Brown",$26.99,4.6 out of 5 stars,404 ratings,In Stock,https://m.media-amazon.com/images/I/718eUHTLjgL.__AC_SX300_SY300_QL70_ML2_.jpg
"GARDIFE 20 Pack 6 inch Plant pots, planters for Indoor Plants, Flower pots, Color",$26.99,4.8 out of 5 stars,240 ratings,In Stock,https://m.media-amazon.com/images/I/6123h53XxhL.__AC_SX300_SY300_QL70_ML2_.jpg
"Kante 11.8"" Dia Round Concrete Planter, Outdoor/Indoor Large Bowl Plant Pots with Drainage Hole and Rubber Plug for Garden Patio Balcony Home, Pure White",$36.62,4.3 out of 5 stars,"1,155 ratings",In Stock,https://m.media-amazon.com/images/I/512BonZO4rL.__AC_SX300_SY300_QL70_ML2_.jpg
"8 Inch Terracotta Succulent Planter Pot with Drainage Hole and Bamboo Tray, Round Shallow Bonsai Pot for Indoor Plants",$23.99,4.7 out of 5 stars,515 ratings,In Stock,https://m.media-amazon.com/images/I/81NRSuwklJL.__AC_SX300_SY300_QL70_ML2_.jpg
"5 Gallon 12 Inch Plastic Nursery Pots, Plant Containers with Drainage Holes, Round Sturdy Garden Planters for Indoor/Outdoor Greenery, Gardening Gifts for Women (5-Pack, Black)",$42.99,4.5 out of 5 stars,260 ratings,In Stock,https://m.media-amazon.com/images/I/71fO8JSA19L.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Eclipse Round Planter with Saucer - Outdoor & Indoor Plant Pot with Drainage Holes - Lightweight, UV-Resistant Plastic Pots for Plants, Flowers & Herbs (10"" Warm Gray, Pack of 1)",$16.42,4.5 out of 5 stars,"7,125 ratings",In Stock,https://m.media-amazon.com/images/I/51uzwAGRE4L.__AC_SX300_SY300_QL70_ML2_.jpg
"The HC Companies Eclipse Round Planter with Saucer - Outdoor & Indoor Plant Pot with Drainage Holes - Lightweight, UV-Resistant Plastic Pots for Plants, Flowers & Herbs (12"" White, Pack of 1)",$19.99,4.5 out of 5 stars,94 ratings,In Stock,https://m.media-amazon.com/images/I/41BkcP6kBUL.__AC_SX300_SY300_QL70_ML2_.jpg
"LaDoVita 3 Pack Ceramic Plant Pots 6/5/4 inch, Flowerpot for Indoor Plants with Drainage Holes and Tray, Outdoor Garden Planters, Modern Decorative for Home, Black Vertical Stripes",$26.99,4.8 out of 5 stars,597 ratings,In Stock,https://m.media-amazon.com/images/I/71GqLsQPcxL.__AC_SX300_SY300_QL70_ML2_.jpg
"Hasense Ceramic Plant Pots Indoor Outdoor, 6 Inch Pot for Plants with Drainage Hole and Saucer, Blue Modern Planter for Housewarming",$21.41,4.6 out of 5 stars,130 ratings,In Stock,https://m.media-amazon.com/images/I/71Wzuy6y5BL.__AC_SX300_SY300_QL70_ML2_.jpg
"7 Inch Plant Pots Bulk, 6 Pack Plastic Planters with Drainage Holes and Saucers for Indoor Outdoor House Plants and Flowers, Colorful",$18.89,4.7 out of 5 stars,"1,011 ratings",In Stock,https://m.media-amazon.com/images/I/716c7THbn8L.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI 5.5 Inch Boho Plant Pots Indoor, Artisanal Cement Pots for Plants, Succulent Pots with Drainage Holes and Saucers, Planters for Indoor Plants, Set of 2, Black and Cream White",$25.99,4.6 out of 5 stars,682 ratings,In Stock,https://m.media-amazon.com/images/I/71BblSxOtDL.__AC_SY300_SX300_QL70_ML2_.jpg
"T4U 5.5 Inch Ceramic Succulent Pot Planter with Drainage Hole Set of 3, Stone Shape Rectangle Window Box Cactus Plant Containers Gift for Mom Sister Aunt Best for Home Office Table Desk Decoration",$22.79,4.4 out of 5 stars,"2,156 ratings",In Stock,https://m.media-amazon.com/images/I/71Pn3rkqEaL.__AC_SX300_SY300_QL70_ML2_.jpg
"LE TAUCI Ceramic Succulent Pots, 4 Inch Small Plant Pot for Indoor Plant Cactus, Embossed Flower Pots with Drainage Hole & Saucer - Set of 4, Arctic White",$28.49,4.8 out of 5 stars,438 ratings,In Stock,https://m.media-amazon.com/images/I/71ts9apKbOL.__AC_SX300_SY300_QL70_ML2_.jpg
"16 inch Plastic-Flower-Pot-for-Indoor-Plants, 4 Pack Large Outdoor Planter Pot with Drainage Holes & Saucers, Resin Decorative Garden Pots Planters",$55.99,4.6 out of 5 stars,514 ratings,In Stock,https://m.media-amazon.com/images/I/71DswDNrprL.__AC_SX300_SY300_QL70_ML2_.jpg
"vancasso Ceramic Plant Pots, 4.25+5.25+6.25 Inch Planter Pot with Drainage Hole, Flower Pots for Indoor Outdoor Plants, Set of 3, White",$23.99,4.6 out of 5 stars,71 ratings,In Stock,https://m.media-amazon.com/images/I/71fiwAlEX5L.__AC_SX300_SY300_QL70_ML2_.jpg
"MIXC 30 Packs 4"" Reinforced Clear Nursery Pots with Silicone Base for Easy Transplant, Transparent Plastic Plant Pot Reusable Seedling Pots Seed Starter Pots Flower Pot, Green",$20.99,4.8 out of 5 stars,740 ratings,In Stock,https://m.media-amazon.com/images/I/71gyI7G5ngL.__AC_SY300_SX300_QL70_ML2_.jpg
"Kate Aspen Geometric Ceramic Planters, Mini Decorative Bowls (Set of 3) Small- Succulent Pots, Modern Decor, Shelf Decor, Desk, Table Décor, White",$13.00,4.7 out of 5 stars,47 ratings,In Stock,https://m.media-amazon.com/images/I/51OlRGmyPvL.__AC_SX300_SY300_QL70_ML2_.jpg
"YBX 8 Inch + 6 Inch Ceramic Plant Pots, Succulent Flower Pots with Drainage Holes, Terracotta Planters for Indoor Plants, White&Terracotta (Garden)",$34.99,4.8 out of 5 stars,331 ratings,In Stock,https://m.media-amazon.com/images/I/71GPf9gZaGL.__AC_SX300_SY300_QL70_ML2_.jpg
"Simple Deluxe Grow Bags 10 Gallon 5 Pack Planter Pots with Handles, Thickened Nonwoven Fabric Aeration Cloth Bag, Heavy Duty Gardening for Tomoato, Potato, Vegetable, Herbs and Flowers, Black",$14.20,4.8 out of 5 stars,35 ratings,In Stock,https://m.media-amazon.com/images/I/81LCEvHYqdL.__AC_SX300_SY300_QL70_ML2_.jpg
"Pure Garden Rattan Style Outdoor Planter Box - 14.65-Inch-Square Decorative Flower or Plant Pot - Garden, Patio and Front Porch Decor (White)",$25.19,4.2 out of 5 stars,21 ratings,In Stock,https://m.media-amazon.com/images/I/71dlvgQ-clL.__AC_SX300_SY300_QL70_ML2_.jpg
Classic Home and Garden Vogue Planter Pots w/Pottery Quality Finish - Modern Indoor & Outdoor Flower Pots - UV-Resistant Porch Planters - Decorative Pot for Flowers & Herbs (8” Burnished Rust),$14.99,4.2 out of 5 stars,"6,045 ratings",In Stock,https://m.media-amazon.com/images/I/71MIXuU9-GL.__AC_SX300_SY300_QL70_ML2_.jpg
